Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_MF_DIRECT,GO:0005506~iron ion binding,13,2.642276423,0.080156084,"B2281, B3990, B1656, B2659, B2208, B2728, B0805, B1276, B0431, B2687, B1378, B2235, B1732",429,58,3186,1.664576803,1,1,1
GOTERM_MF_DIRECT,"GO:0046961~proton-transporting ATPase activity, rotational mechanism",4,0.81300813,0.080271972,"B3733, B3734, B3731, B3732",429,8,3186,3.713286713,1,1,1
GOTERM_MF_DIRECT,GO:0004003~ATP-dependent DNA helicase activity,4,0.81300813,0.080271972,"B3652, B2819, B3822, B2820",429,8,3186,3.713286713,1,1,1
GOTERM_MF_DIRECT,"GO:0046933~proton-transporting ATP synthase activity, rotational mechanism",4,0.81300813,0.080271972,"B3733, B3734, B3731, B3732",429,8,3186,3.713286713,1,1,1
KEGG_PATHWAY,eco00430:Taurine and hypotaurine metabolism,4,0.81300813,0.080697825,"B3517, B1493, B2297, B3447",290,6,1564,3.595402299,0.999737631,0.292903215,0.236115857
INTERPRO,"IPR016163:Aldehyde dehydrogenase, C-terminal",5,1.016260163,0.082611862,"B1415, B2661, B1241, B1444, B3588",487,14,3956,2.901144031,1,1,1
INTERPRO,IPR015813:Pyruvate/Phosphoenolpyruvate kinase-like domain,5,1.016260163,0.082611862,"B1854, B3956, B1702, B4015, B1676",487,14,3956,2.901144031,1,1,1
INTERPRO,"IPR016162:Aldehyde dehydrogenase, N-terminal",5,1.016260163,0.082611862,"B1415, B2661, B1241, B1444, B3588",487,14,3956,2.901144031,1,1,1
INTERPRO,IPR015590:Aldehyde dehydrogenase domain,5,1.016260163,0.082611862,"B1415, B2661, B1241, B1444, B3588",487,14,3956,2.901144031,1,1,1
GOTERM_MF_DIRECT,GO:0015288~porin activity,6,1.219512195,0.082663933,"B3966, B0957, B0929, B4036, B0553, B2215",429,18,3186,2.475524476,1,1,1
GOTERM_MF_DIRECT,GO:0008137~NADH dehydrogenase (ubiquinone) activity,6,1.219512195,0.082663933,"B2280, B2283, B2276, B2278, B2277, B2279",429,18,3186,2.475524476,1,1,1
GOTERM_BP_DIRECT,GO:0042823~pyridoxal phosphate biosynthetic process,3,0.609756098,0.086013133,"B0052, B2927, B0907",431,4,3277,5.702436195,1,0.893788642,0.873220284
GOTERM_BP_DIRECT,GO:0015764~N-acetylglucosamine transport,3,0.609756098,0.086013133,"B1817, B1819, B1818",431,4,3277,5.702436195,1,0.893788642,0.873220284
GOTERM_BP_DIRECT,GO:0015796~galactitol transport,3,0.609756098,0.086013133,"B2092, B2094, B2093",431,4,3277,5.702436195,1,0.893788642,0.873220284
GOTERM_BP_DIRECT,GO:0005978~glycogen biosynthetic process,3,0.609756098,0.086013133,"B3429, B3432, B3430",431,4,3277,5.702436195,1,0.893788642,0.873220284
GOTERM_BP_DIRECT,GO:0019430~removal of superoxide radicals,3,0.609756098,0.086013133,"B1646, B1656, B3908",431,4,3277,5.702436195,1,0.893788642,0.873220284
GOTERM_BP_DIRECT,GO:0009090~homoserine biosynthetic process,3,0.609756098,0.086013133,"B3433, B4024, B0002",431,4,3277,5.702436195,1,0.893788642,0.873220284
INTERPRO,"IPR013563:Oligopeptide/dipeptide ABC transporter, C-terminal",4,0.81300813,0.08790818,"B2180, B1291, B3540, B3541",487,9,3956,3.610312571,1,1,1
GOTERM_CC_DIRECT,GO:0030288~outer membrane-bounded periplasmic space,26,5.284552846,0.088955287,"B3571, B1646, B0655, B0837, B4037, B1440, B2177, B1123, B1002, B1587, B4316, B0158, B4150, B3363, B4034, B2150, B3460, B1538, B2309, B3476, B3751, B1197, B3510, B0123, B0860, B3214",399,141,2941,1.359178087,0.998227039,0.671945871,0.652182757
GOTERM_MF_DIRECT,GO:0016208~AMP binding,3,0.609756098,0.089748742,"B4016, B3430, B4069",429,4,3186,5.56993007,1,1,1
GOTERM_MF_DIRECT,GO:0009486~cytochrome bo3 ubiquinol oxidase activity,3,0.609756098,0.089748742,"B0429, B0430, B0431",429,4,3186,5.56993007,1,1,1
GOTERM_MF_DIRECT,GO:0015453~oxidoreduction-driven active transmembrane transporter activity,3,0.609756098,0.089748742,"B0429, B0430, B0431",429,4,3186,5.56993007,1,1,1
GOTERM_MF_DIRECT,GO:0090584~protein-phosphocysteine-galactitol-phosphotransferase system transporter activity,3,0.609756098,0.089748742,"B2092, B2094, B2093",429,4,3186,5.56993007,1,1,1
GOTERM_MF_DIRECT,GO:0016805~dipeptidase activity,3,0.609756098,0.089748742,"B3847, B0237, B4021",429,4,3186,5.56993007,1,1,1
UP_SEQ_FEATURE,metal ion-binding site:Iron,5,1.016260163,0.090743372,"B1656, B0337, B2659, B0758, B2687",490,15,4147,2.821088435,1,1,1
GOTERM_CC_DIRECT,GO:0009319~cytochrome o ubiquinol oxidase complex,3,0.609756098,0.090938737,"B0429, B0430, B0431",399,4,2941,5.528195489,0.998471258,0.671945871,0.652182757
GOTERM_CC_DIRECT,GO:1990060~maltose transport complex,3,0.609756098,0.090938737,"B4033, B4034, B4035",399,4,2941,5.528195489,0.998471258,0.671945871,0.652182757
SMART,SM00861:SM00861,3,0.609756098,0.091864643,"B2935, B0726, B2465",109,4,792,5.449541284,0.999592435,1,1
GOTERM_BP_DIRECT,GO:0015949~nucleobase-containing small molecule interconversion,6,1.219512195,0.092731493,"B4381, B4177, B2143, B0651, B2235, B0049",431,19,3277,2.401025766,1,0.943099017,0.921395901
GOTERM_CC_DIRECT,GO:0043190~ATP-binding cassette (ABC) transporter complex,15,3.048780488,0.098815569,"B2180, B4033, B4034, B0886, B3749, B0887, B3476, B3542, B2177, B2179, B3540, B4035, B0066, B3541, B2149",399,72,2941,1.535609858,0.999154078,0.671945871,0.652182757
